antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'P00145042'}),frozenset({'P00000142'}),0.2527492338200829,0.20695871642329186,0.07661799170722913,0.3031383737517832,1.464728710105524,1.0,0.024309334698854303,1.1380183004857163,0.4245960405875258,0.20000000000000004,0.12127950879771346,0.33667371649261635
frozenset({'P00000142'}),frozenset({'P00184942'}),0.20695871642329186,0.2585181179015684,0.06994771948801154,0.33797909407665505,1.3073710145350108,1.0,0.01644514163493771,1.1200278955907887,0.29646147320267263,0.17684594348222424,0.10716509478317664,0.3042754605669189
frozenset({'P00000142'}),frozenset({'P00216342'}),0.20695871642329186,0.16801874887326482,0.062195781503515415,0.3005226480836237,1.7886256748067177,1.0,0.027422836901657116,1.1894327226569017,0.5559755016785767,0.19884726224783864,0.15926308318956897,0.33534716095168315
frozenset({'P00216342'}),frozenset({'P00000142'}),0.16801874887326482,0.20695871642329186,0.062195781503515415,0.37017167381974253,1.7886256748067177,1.0,0.027422836901657116,1.2591388011814173,0.5299536797148556,0.19884726224783864,0.20580638205912977,0.33534716095168315
frozenset({'P00000142'}),frozenset({'P00220442'}),0.20695871642329186,0.22949341986659455,0.07066882999819722,0.34146341463414637,1.4879006763359073,1.0,0.023173166395015224,1.170028510572949,0.41348683142272596,0.19319862000985707,0.14531997215152315,0.3246987143869868
frozenset({'P00220442'}),frozenset({'P00000142'}),0.22949341986659455,0.20695871642329186,0.07066882999819722,0.3079340141398272,1.4879006763359073,1.0,0.023173166395015224,1.1459041475518155,0.4255799184437462,0.19319862000985707,0.12732665979395805,0.3246987143869868
frozenset({'P00000142'}),frozenset({'P00237542'}),0.20695871642329186,0.25112673517216516,0.07499549305931134,0.3623693379790941,1.4429739538909079,1.0,0.023022626288508104,1.1744624426534898,0.38710065224613993,0.19576470588235298,0.14854663403226645,0.33050268765429935
frozenset({'P00000142'}),frozenset({'P00242742'}),0.20695871642329186,0.21759509644853073,0.062195781503515415,0.3005226480836237,1.381109468864839,1.0,0.0171625796425251,1.118556449909199,0.347957210301419,0.17164179104477612,0.10599058270042876,0.2931776454999726
frozenset({'P00000142'}),frozenset({'P00251242'}),0.20695871642329186,0.21362898864250945,0.06309716964124752,0.3048780487804878,1.4271380055572709,1.0,0.018884788360987767,1.1312705777423548,0.37740395544441924,0.17650025214321735,0.11603817895125307,0.30011834928475867
frozenset({'P00000142'}),frozenset({'P00255842'}),0.20695871642329186,0.24806201550387597,0.06868577609518658,0.3318815331010453,1.3378974303135889,1.0,0.01734717977312969,1.1254560706669496,0.31846834671921975,0.1777881474568362,0.11147131721685405,0.3043855339923831
frozenset({'P00258742'}),frozenset({'P00000142'}),0.17324680007211105,0.20695871642329186,0.0537227330088336,0.3100936524453694,1.4983357927826342,1.0,0.017867797641466836,1.149491211941503,0.40228796717175425,0.16454997239094424,0.1300498954568002,0.28483776698923524
frozenset({'P00000142'}),frozenset({'P00265242'}),0.20695871642329186,0.3362177753740761,0.0822065981611682,0.397212543554007,1.181414466002186,1.0,0.012623398931054741,1.1011878524141052,0.1936305300646478,0.17833398513883458,0.09188972816243253,0.32085828250086407
frozenset({'P00277642'}),frozenset({'P00000142'}),0.17775374076077158,0.20695871642329186,0.05642689742202993,0.31744421906693715,1.5338528598992165,1.0,0.01963921139474207,1.1618702906487877,0.42328800995802035,0.17188358045030205,0.139318727702728,0.2950461513453153
frozenset({'P00003442'}),frozenset({'P00010742'}),0.17396791058229674,0.24319451956012259,0.052821344871101496,0.30362694300518134,1.248494182987206,1.0,0.010513302438161475,1.0867816795007168,0.24095324783281663,0.14497773379515091,0.07985198972123414,0.2604124336968086
frozenset({'P00003442'}),frozenset({'P00025442'}),0.17396791058229674,0.29060753560483144,0.05804939606994772,0.33367875647668394,1.1482109566849663,1.0,0.007493010301304788,1.06464032370348,0.15626499589265044,0.14279379157427938,0.060715644771579626,0.2667153087594338
frozenset({'P00003442'}),frozenset({'P00028842'}),0.17396791058229674,0.2156120425455201,0.05714800793221561,0.32849740932642485,1.5235578006134436,1.0,0.019638431394190206,1.1681086094808224,0.4160147993726651,0.17190889370932752,0.14391522168091903,0.2967737882752526
frozenset({'P00003442'}),frozenset({'P00031042'}),0.17396791058229674,0.21633315305570577,0.05750856318730845,0.33056994818652846,1.5280595854922279,1.0,0.019873536560527115,1.1706478441195727,0.4183557302734292,0.17280606717226435,0.14577214230289245,0.2982016407599309
frozenset({'P00003442'}),frozenset({'P00034742'}),0.17396791058229674,0.2172345411934379,0.05228051198846223,0.30051813471502586,1.383380990260787,1.0,0.014488672750735967,1.1190646929604924,0.33549948072668156,0.15425531914893617,0.10639661291207932,0.27059101756498183
frozenset({'P00003442'}),frozenset({'P00046742'}),0.17396791058229674,0.25797728501892914,0.05408328826392644,0.31088082901554404,1.205070551047675,1.0,0.009203519011489698,1.0767698044462155,0.20601265822784806,0.1431297709923664,0.07129639420535054,0.2602622174427825
frozenset({'P00003442'}),frozenset({'P00051442'}),0.17396791058229674,0.22336398053001622,0.05318190012619434,0.30569948186528495,1.3686158401184307,1.0,0.014323735134042608,1.1185876996843795,0.3260584897424706,0.15453116815086435,0.10601555847417263,0.27189735998026154
frozenset({'P00003442'}),frozenset({'P00057642'}),0.17396791058229674,0.2650081124932396,0.05498467640165856,0.3160621761658031,1.1926509463889183,1.0,0.00888176878385142,1.0746472294606422,0.195551373514322,0.1431924882629108,0.06946207780027225,0.261772584681541
frozenset({'P00003442'}),frozenset({'P00058042'}),0.17396791058229674,0.25491256535064,0.05949161709031909,0.34196891191709844,1.3415145363537093,1.0,0.015145010715095074,1.1322982274592637,0.308188828485642,0.1610541727672035,0.11684044384324824,0.2876746964111659
frozenset({'P00003442'}),frozenset({'P00059442'}),0.17396791058229674,0.2529295114476294,0.06093383811069046,0.35025906735751294,1.384809013992961,1.0,0.016932219479545277,1.1497974823812405,0.33640189679708865,0.1665024630541872,0.13028162322203768,0.29558569903869947
frozenset({'P00003442'}),frozenset({'P00110742'}),0.17396791058229674,0.28970614746709933,0.06165494862087615,0.3544041450777202,1.223322833071633,1.0,0.01125537546317814,1.1002143943727916,0.22100145241614147,0.15336322869955157,0.09108624181373454,0.283611531157404
frozenset({'P00003442'}),frozenset({'P00110842'}),0.17396791058229674,0.22949341986659455,0.05480439877411213,0.31502590673575126,1.3727012605366946,1.0,0.01487990802753493,1.1248696669118552,0.32869107376691403,0.15718717683557393,0.11100811994927755,0.2769159384425025
frozenset({'P00003442'}),frozenset({'P00112142'}),0.17396791058229674,0.27997115557959257,0.05642689742202993,0.3243523316062176,1.1585205302122918,1.0,0.007720900462537081,1.0656868632909404,0.1656474912945922,0.14195011337868482,0.06163805293432378,0.2629488638069723
frozenset({'P00003442'}),frozenset({'P00117442'}),0.17396791058229674,0.22606814494321253,0.06778438795745448,0.38963730569948185,1.7235391823883779,1.0,0.02845578513246798,1.2679868253477078,0.5082108992635381,0.20401519262072706,0.21134827270324386,0.344738908033154
frozenset({'P00003442'}),frozenset({'P00117942'}),0.17396791058229674,0.24427618532540113,0.05300162249864792,0.30466321243523314,1.2472079995411351,1.0,0.010505404932573986,1.0868457245320235,0.23995329253482267,0.14511352418558737,0.07990621168374003,0.2608186910884653
frozenset({'P00003442'}),frozenset({'P00145042'}),0.17396791058229674,0.2527492338200829,0.06057328285559762,0.34818652849740933,1.3775967714515904,1.0,0.016603026746641422,1.146418107096375,0.33182510236744195,0.1654357459379616,0.12771789471052586,0.2939220802258801
frozenset({'P00003442'}),frozenset({'P00220442'}),0.17396791058229674,0.22949341986659455,0.06363800252388678,0.3658031088082901,1.59395902950478,1.0,0.023713511777309577,1.2149327611580656,0.4511099597760914,0.1872679045092838,0.17690918216181215,0.3215504153625111
frozenset({'P00003442'}),frozenset({'P00237542'}),0.17396791058229674,0.25112673517216516,0.05588606453939066,0.32124352331606215,1.2792087751860708,1.0,0.012198071130135317,1.1033018329142912,0.264235226200701,0.1513671875,0.09362971204482344,0.2718924005668609
frozenset({'P00003442'}),frozenset({'P00255842'}),0.17396791058229674,0.24806201550387597,0.05336217775374076,0.30673575129533676,1.2365284974093262,1.0,0.010207347221698158,1.0846340135108516,0.23157006854082368,0.14474327628361858,0.07803001976390146,0.2609260151825521
frozenset({'P00003442'}),frozenset({'P00265242'}),0.17396791058229674,0.3362177753740761,0.06940688660537227,0.39896373056994816,1.186622956284988,1.0,0.010915782722916267,1.1043962875241666,0.19039493897634432,0.1574642126789366,0.09452792326765408,0.3026990234619178
frozenset({'P00005042'}),frozenset({'P00010742'}),0.174508743464936,0.24319451956012259,0.05642689742202993,0.32334710743801653,1.3295822127195536,1.0,0.013987327396034137,1.1184545115508417,0.30028669568742433,0.15618762475049902,0.10590910075242443,0.27768541435651756
frozenset({'P00005042'}),frozenset({'P00025442'}),0.174508743464936,0.29060753560483144,0.06544077879935101,0.37500000000000006,1.2904001240694791,1.0,0.014727222919510223,1.1350279430322696,0.2726213874936304,0.16373477672530448,0.1189644218551462,0.3000930521091812
frozenset({'P00028842'}),frozenset({'P00005042'}),0.2156120425455201,0.174508743464936,0.07355327203893997,0.3411371237458194,1.9548425882417977,1.0,0.035927085418412934,1.2529029731166708,0.6227146340034521,0.2323462414578588,0.20185359803844946,0.3813123635258022
frozenset({'P00005042'}),frozenset({'P00028842'}),0.174508743464936,0.2156120425455201,0.07355327203893997,0.4214876033057851,1.9548425882417977,1.0,0.035927085418412934,1.355870612171315,0.5917080962107489,0.2323462414578588,0.2624664986295541,0.3813123635258022
frozenset({'P00005042'}),frozenset({'P00031042'}),0.174508743464936,0.21633315305570577,0.06327744726879395,0.362603305785124,1.6761337809917358,1.0,0.025525420559235054,1.2294805637634958,0.48866527420796924,0.19317556411667589,0.18664838674720105,0.32755165289256205
frozenset({'P00044442'}),frozenset({'P00005042'}),0.20010816657652786,0.174508743464936,0.06021272760050478,0.3009009009009009,1.7242740674558856,1.0,0.025292102894162796,1.1807929056107231,0.5251282425007996,0.1915137614678899,0.15311144295638723,0.32297111160747527
frozenset({'P00005042'}),frozenset({'P00044442'}),0.174508743464936,0.20010816657652786,0.06021272760050478,0.3450413223140496,1.7242740674558856,1.0,0.025292102894162796,1.2212859538705378,0.5088434182083528,0.1915137614678899,0.1811909431769288,0.32297111160747527
frozenset({'P00005042'}),frozenset({'P00046742'}),0.174508743464936,0.25797728501892914,0.06255633675860826,0.35847107438016534,1.389545108027098,1.0,0.017537044907459283,1.1566473238352282,0.3396038675497024,0.16910331384015598,0.1354322277907622,0.30047942258491145
frozenset({'P00005042'}),frozenset({'P00051442'}),0.174508743464936,0.22336398053001622,0.060393005228051196,0.34607438016528924,1.5493741620475057,1.0,0.021414037650431636,1.187651922349043,0.42953587598152493,0.17895299145299146,0.1580024574690946,0.30822685917061876
frozenset({'P00005042'}),frozenset({'P00057642'}),0.174508743464936,0.2650081124932396,0.06345772489634037,0.36363636363636365,1.372170686456401,1.0,0.01721149217713072,1.154987251796338,0.3285651889058747,0.1687440076701822,0.1341895778981872,0.3015460729746444
frozenset({'P00005042'}),frozenset({'P00058042'}),0.174508743464936,0.25491256535064,0.07012799711555796,0.4018595041322314,1.5764601622499912,1.0,0.025643525642794394,1.2456729477384811,0.44296949693779186,0.19518314099347717,0.19722106688156005,0.33848279308450324
frozenset({'P00059442'}),frozenset({'P00005042'}),0.2529295114476294,0.174508743464936,0.07751937984496124,0.3064861012116892,1.756279342377314,1.0,0.033380968617035295,1.1903023976553904,0.5764041034389872,0.22153529108706851,0.15987735388103075,0.3753504886223735
frozenset({'P00005042'}),frozenset({'P00059442'}),0.174508743464936,0.2529295114476294,0.07751937984496124,0.44421487603305787,1.7562793423773142,1.0,0.033380968617035295,1.3441714366518491,0.5216463430118284,0.22153529108706851,0.2560472773540955,0.3753504886223735
frozenset({'P00005042'}),frozenset({'P00080342'}),0.174508743464936,0.21416982152514874,0.053542455381287185,0.3068181818181818,1.4325929752066116,1.0,0.016167948938823874,1.1336566509145396,0.3658003930989298,0.15976331360946744,0.11789870487392855,0.27840909090909094
frozenset({'P00005042'}),frozenset({'P00110742'}),0.174508743464936,0.28970614746709933,0.06832522084009375,0.39152892561983477,1.3514691664052418,1.0,0.017768965071542797,1.1673420191033073,0.31504211321502734,0.1725865209471767,0.1433530330998029,0.313686055840409
frozenset({'P00005042'}),frozenset({'P00110842'}),0.174508743464936,0.22949341986659455,0.057328285559762035,0.3285123966942149,1.4314676075905814,1.0,0.017279677225371638,1.1474621070294408,0.36513561363676944,0.1653666146645866,0.12851152654721806,0.28915800510280265
frozenset({'P00005042'}),frozenset({'P00110942'}),0.174508743464936,0.2448170182080404,0.056967730304669194,0.32644628099173556,1.3334296912085104,1.0,0.014245020078351711,1.1211919116175106,0.30291562195051164,0.1572139303482587,0.10809203166893223,0.27957071045168513
frozenset({'P00005042'}),frozenset({'P00112142'}),0.174508743464936,0.27997115557959257,0.06129439336578331,0.3512396694214876,1.2545566299298079,1.0,0.012436978799162501,1.109853378023813,0.24579987924411956,0.15589179275561668,0.0989800816927871,0.2850853852580716
frozenset({'P00112442'}),frozenset({'P00005042'}),0.16639625022534704,0.174508743464936,0.05678745267712277,0.3412784398699892,1.955652382188874,1.0,0.027749852133020385,1.253171759509645,0.5862037952435877,0.1998730964467005,0.20202478837275167,0.33334583150524255
frozenset({'P00005042'}),frozenset({'P00112442'}),0.174508743464936,0.16639625022534704,0.05678745267712277,0.32541322314049587,1.9556523821888738,1.0,0.027749852133020385,1.2357250073229158,0.5919646973588881,0.1998730964467005,0.19075846642740713,0.33334583150524255
frozenset({'P00005042'}),frozenset({'P00114942'}),0.174508743464936,0.21200648999459168,0.05426356589147287,0.3109504132231405,1.4667023317591499,1.0,0.017266579716105145,1.1435947791382837,0.38546549718888545,0.16332067281606077,0.12556438850349125,0.2834513970877607
frozenset({'P00005042'}),frozenset({'P00117442'}),0.174508743464936,0.22606814494321253,0.06345772489634037,0.36363636363636365,1.60852544584602,1.0,0.024006856984851326,1.216178629374952,0.4582878357720027,0.18823529411764708,0.17775236643161174,0.3221690590111643
frozenset({'P00005042'}),frozenset({'P00117942'}),0.174508743464936,0.24427618532540113,0.05588606453939066,0.3202479338842975,1.3110075935470098,1.0,0.01325773437984707,1.1117639097340601,0.28737786106277596,0.15399900645802284,0.10052845640653585,0.2745151108535879
frozenset({'P00005042'}),frozenset({'P00145042'}),0.174508743464936,0.2527492338200829,0.057688840814854876,0.3305785123966942,1.3079308190188752,1.0,0.013581889609186902,1.1162634902193822,0.2852041930552523,0.15609756097560976,0.10415416363436984,0.2794119380813714
frozenset({'P00148642'}),frozenset({'P00005042'}),0.2156120425455201,0.174508743464936,0.07319271678384713,0.3394648829431438,1.9452600265347302,1.0,0.0355665301633201,1.2497310668556159,0.6195019999932071,0.23094425483503986,0.19982784574920695,0.37944318527322485
frozenset({'P00005042'}),frozenset({'P00148642'}),0.174508743464936,0.2156120425455201,0.07319271678384713,0.41942148760330583,1.9452600265347302,1.0,0.0355665301633201,1.3510454498504207,0.5886554273794373,0.23094425483503986,0.25983245041037406,0.37944318527322485
frozenset({'P00005042'}),frozenset({'P00184942'}),0.174508743464936,0.2585181179015684,0.0638182801514332,0.365702479338843,1.4146106366056916,1.0,0.01870460823351032,1.1689812082594166,0.35505124721925063,0.1728515625,0.14455425550512083,0.3062822020125177
frozenset({'P00005042'}),frozenset({'P00220442'}),0.174508743464936,0.22949341986659455,0.05714800793221561,0.3274793388429752,1.42696613712646,1.0,0.017099399597825214,1.145699492425709,0.36246601030765185,0.16476091476091476,0.12717077504959837,0.28824870319996365
frozenset({'P00005042'}),frozenset({'P00237542'}),0.174508743464936,0.25112673517216516,0.06526050117180458,0.37396694214876036,1.4891562297912229,1.0,0.021436690166458293,1.1962200005830763,0.3979191577209914,0.18109054527263632,0.16403337219527528,0.31691886231630406
frozenset({'P00005042'}),frozenset({'P00255842'}),0.174508743464936,0.24806201550387597,0.0713899405083829,0.40909090909090906,1.649147727272727,1.0,0.02810094988142204,1.272510435301133,0.4768387081119118,0.2032854209445585,0.21415182755388937,0.3484408033826638
frozenset({'P00005042'}),frozenset({'P00265242'}),0.174508743464936,0.3362177753740761,0.07860104561023977,0.45041322314049587,1.3396472647508475,1.0,0.019928104099133648,1.2077841981915307,0.307132080839733,0.18189403420942846,0.17203752003268072,0.34209669199920234
frozenset({'P00005042'}),frozenset({'P00270942'}),0.174508743464936,0.20767982693347756,0.05642689742202993,0.32334710743801653,1.5569500043044078,1.0,0.02018495178085339,1.1709403473715936,0.43334028733759555,0.1732152739346984,0.14598553013849322,0.2975242481634527
frozenset({'P00005042'}),frozenset({'P00278642'}),0.174508743464936,0.21939787272399494,0.06057328285559762,0.34710743801652894,1.5820911739340067,1.0,0.02228643576765331,1.195605789878438,0.4457045102382513,0.18171984856679285,0.16360391655373813,0.31159809041335895
frozenset({'P00010742'}),frozenset({'P00025442'}),0.24319451956012259,0.29060753560483144,0.08527131782945736,0.3506300963676798,1.206541652947593,1.0,0.01459715782748916,1.0924320028185874,0.22619398948658723,0.19011254019292603,0.08461121843748913,0.3220272069927729
frozenset({'P00028842'}),frozenset({'P00010742'}),0.2156120425455201,0.24319451956012259,0.07157021813592933,0.3319397993311037,1.3649148012525072,1.0,0.019134551037694854,1.1328402435620695,0.34084350162416693,0.18482309124767224,0.11726299830624873,0.31311593376488467
frozenset({'P00031042'}),frozenset({'P00010742'}),0.21633315305570577,0.24319451956012259,0.07391382729403281,0.3416666666666667,1.4049110452186806,1.0,0.021302790071723983,1.1495779449719656,0.3677725597131749,0.1916783543712015,0.1301155312053359,0.3227977514208056
frozenset({'P00010742'}),frozenset({'P00031042'}),0.24319451956012259,0.21633315305570577,0.07391382729403281,0.30392883617494443,1.4049110452186806,1.0,0.021302790071723983,1.1258429994971808,0.38082594499122707,0.1916783543712015,0.1117766860507055,0.3227977514208056
frozenset({'P00034742'}),frozenset({'P00010742'}),0.2172345411934379,0.24319451956012259,0.0713899405083829,0.3286307053941908,1.3513080228477217,1.0,0.01855969063098111,1.1272566179605095,0.3321253762870528,0.18350324374420757,0.11289054855206682,0.31109074187426367
frozenset({'P00044442'}),frozenset({'P00010742'}),0.20010816657652786,0.24319451956012259,0.07643771407968271,0.38198198198198197,1.5706849918858814,1.0,0.027772504649047035,1.224568634530997,0.45423029328842784,0.20835380835380832,0.18338591092283327,0.3481444379887671
frozenset({'P00010742'}),frozenset({'P00044442'}),0.24319451956012259,0.20010816657652786,0.07643771407968271,0.31430689399555223,1.5706849918858812,1.0,0.027772504649047035,1.1665449549062312,0.48009047434987007,0.20835380835380832,0.14276771264217447,0.3481444379887671
frozenset({'P00046742'}),frozenset({'P00010742'}),0.25797728501892914,0.24319451956012259,0.08707409410492158,0.33752620545073375,1.3878857387955672,1.0,0.024335432217318292,1.1423930828158908,0.37664560056498203,0.2102742707879843,0.12464455970348265,0.34778460013085244
frozenset({'P00010742'}),frozenset({'P00046742'}),0.24319451956012259,0.25797728501892914,0.08707409410492158,0.35804299481097107,1.3878857387955672,1.0,0.024335432217318292,1.155876030611391,0.3692885402395107,0.2102742707879843,0.13485531880866292,0.34778460013085244
frozenset({'P00051442'}),frozenset({'P00010742'}),0.22336398053001622,0.24319451956012259,0.07337299441139354,0.3284907183212268,1.3507324051355412,1.0,0.019052098479359673,1.1270216229146732,0.33434054464695134,0.1866116460339294,0.11270557754355526,0.3150978424815919
frozenset({'P00010742'}),frozenset({'P00051442'}),0.24319451956012259,0.22336398053001622,0.07337299441139354,0.301704966641957,1.3507324051355412,1.0,0.019052098479359673,1.112188949325911,0.34310125448762896,0.1866116460339294,0.10087220286976221,0.3150978424815919
frozenset({'P00057642'}),frozenset({'P00010742'}),0.2650081124932396,0.24319451956012259,0.09464575446187128,0.35714285714285715,1.4685481308906068,1.0,0.030197233864542955,1.1772529695731426,0.4340936963453519,0.22885789014821276,0.15056489484788677,0.3731600127078259
frozenset({'P00010742'}),frozenset({'P00057642'}),0.24319451956012259,0.2650081124932396,0.09464575446187128,0.38917716827279464,1.4685481308906068,1.0,0.030197233864542955,1.2032816216585194,0.4215817055740829,0.22885789014821276,0.16893935550875444,0.3731600127078259
frozenset({'P00058042'}),frozenset({'P00010742'}),0.25491256535064,0.24319451956012259,0.07860104561023977,0.30834512022630833,1.2678950199372367,1.0,0.016607706749952524,1.0941952447259577,0.2835790249435623,0.18736570691877955,0.08608632250960752,0.3157737461769051
